STR,choice,alt ,asc,species,frog,bird,fish,location1,satoyama,non_satoyama,cultivation1,organic,non_organic,price ,rice_buyer,rice_buyer1,rice_buyer2,rice_buyer3,rice_size,rice_frequency,gender,male,age,pref,tokyo,kana,ibar,sait,chiba,toch,naga,hokk,fuku,shiz,fukuoka,niigata,academic,junior,secondary,technical,college,undergraduate,master,phd,other,occupation,office,farmer,self_employed,civil,ngo_npo,student,researcher,house,retired,unemployed,other,children1,less_primary,primary,junior,high,greater_high,none,children_quant1,children2,children_quantity2,children3,children_quantity3
104,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
105,0,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
105,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
105,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
106,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
106,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
106,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,5,3,1,1,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,,,,,
201,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
201,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
201,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
202,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
202,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
202,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
203,1,alt1,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
203,0,alt2,0,1,1,0,0,0,0,1,1,1,0,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
203,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
204,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
204,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
204,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
205,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
205,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
205,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
206,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
206,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
206,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
301,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,1,,
301,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
301,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
302,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
302,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
302,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
303,1,alt1,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
303,0,alt2,0,1,1,0,0,0,0,1,1,1,0,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
303,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
304,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
304,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
304,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
305,0,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
305,1,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
305,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
306,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
306,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
306,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,1,,
407,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,,,,,
407,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
407,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
408,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
408,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
408,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
409,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
409,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
409,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4011,1,alt1,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4011,0,alt2,0,3,0,0,1,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4012,1,alt1,0,1,1,0,0,1,1,0,1,1,0,9000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4012,0,alt2,0,2,0,1,0,1,1,0,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
4012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,,,,,
507,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
507,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
507,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
508,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
508,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
508,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
509,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
509,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
509,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5010,0,alt2,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5010,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
5012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,2,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6013,0,alt2,0,1,1,0,0,0,0,1,1,1,0,2500,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6013,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6014,1,alt1,0,3,0,0,1,0,0,1,1,1,0,5000,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
6014,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
